origin,Beijing,Tianjin,Shijiazhuang,Tangshan,Qinhuangdao,Handan,Xingtai,Baoding,Zhangjiakou,Chengde,Cangzhou,Langfang,Hengshui,Taiyuan,Datong,Yangquan,Changzhi,Jincheng,Shuozhou,Jinzhong,Yuncheng,Xinzhou,Linfen,Luliang,Hohhot,Baotou,Wuhai,Chifeng,Tongliao,Erdos,Hulunbeir,Bayannaoer,Ulanchabu,Shenyang,Dalian,Anshan,Fushun,Benxi,Dandong,Jinzhou,Yingkou,Fuxin,Liaoyang,Panjin,Tieling,Chaoyang,Huludao,Changchun,Jilin,Siping,Liaoyuan,Tonghua,Baishan,Baicheng,Harbin,Qiqihar,Jixi,Hegang,Shuangyashan,Daqing,Yichun1,Jiamusi,Qitaihe,Mudanjiang,Heihe,Shanghai,Nanjing,Wuxi,Xuzhou,Changzhou,Suzhou1,Nantong,Lianyungang,Huaian,Yancheng,Yangzhou,Zhenjiang,Taizhou4,Suqian,Hangzhou,Ningbo,Wenzhou,Jiaxing,Huzhou,Shaoxing,Jinhua,Quzhou,Zhoushan,Taizhou2,Lishui,Hefei,Wuhu,Bengbu,Huainan,Maanshan,Huaibei,Tongling,Anqing,Huangshan,Chuzhou,Fuyang,Suzhou4,Liuan,Bozhou,Chizhou,Xuancheng,Fuzhou2,Xiamen,Putian,Sanming,Quanzhou,Zhangzhou,Nanping,Longyan,Ningde,Nanchang,Jingdezhen,Pingxiang,Jiujiang,Xinyu,Yingtan,Ganzhou,JiAn,Yichun2,Fuzhou3,Shangrao,JiNan,Qingdao,Zibo,Zaozhuang,Dongying,Yantai,Weifang,Jining,Taian,Weihai,Rizhao,Laiwu,Linyi,Dezhou,Liaocheng,Binzhou,Heze,Zhengzhou,Kaifeng,Luoyang,Pingdingshan,Anyang,Hebi,Xinxiang,Jiaozuo,Puyang,Xuchang,Luohe,Sanmenxia,Nanyang,Shangqiu,Xinyang,Zhoukou,Zhumadian,Wuhan,Huangshi,Shiyan,Yichang,Xiangfan,Ezhou,Jingmen,Xiaogan,Jingzhou,Huanggang,Xianning,Suizhou,Changsha,Zhuzhou,Xiangtan,Hengyang,Shaoyang,Yueyang,Changde,Zhangjiajie,Yiyang,Chenzhou,Yongzhou,Huaihua,Loudi,Guangzhou,Shaoguan,Shenzhen,Zhuhai,Shantou,Foshan,Jiangmen,Zhanjiang,Maoming,Zhaoqing,Huizhou,Meizhou,Shanwei,Heyuan,Yangjiang,Qingyuan,Dongguan,Zhongshan,Jieyang,Nanning,Liuzhou,Guilin,Wuzhou,Beihai,Fangchenggang,Qinzhou,Guigang,Yulin4,Baise,Hezhou,Hechi,Laibin,Chongzuo,Haikou,Sanya,Chongqing,Chengdu,Zigong,Panzhihua,Luzhou,Deyang,Mianyang,Guangyuan,Suining,Neijiang,Leshan,Nanchong,Meishan,Yibin,GuangAn,Dazhou,Yaan,Bazhong,Ziyang,Guiyang,Zunyi,Kunming,Qujing,Yuxi,Baoshan,Zhaotong,Lijiang,Simao,Lincang,XiAn,Tongchuan,Baoji,Xianyang,Weinan,YanAn,Hanzhong,Yulin2,Ankang,Shangluo,Lanzhou,Jiayuguan,Jinchang,Baiyin,Tianshui,Wuwei,Zhangye,Pingliang,Jiuquan,Qingyang,Dingxi,Longnan,Xining,Yinchuan,Shizuishan,Wuzhong,Guyuan,Zhongwei,Urumqi,Karamay
Yueyang,13.401,12.916,11.406,13.793,15.117,9.487,10.106,12.633,15.548,15.444,11.912,13.292,10.906,10.692,13.534,11.29,8.968,8.138,13.239,10.597,8.704,11.677,9.842,11.427,15.681,15.906,16.508,17.684,20.339,15.065,28.752,17.76,14.806,18.465,20.394,18.414,19.33,19.299,20.147,16.784,18.17,17.957,19.251,17.577,19.39,17.406,16.773,21.132,21.969,20.606,20.609,20.796,21.537,23.951,23.493,25.135,26.904,27.501,28.704,24.321,27.187,26.867,27.811,25.514,29.235,10.033,7.683,8.6,9.127,8.972,9.616,9.655,10.276,9.336,10.052,8.591,9.712,9.103,9.944,8.533,9.989,10.609,9.816,8.918,9.357,7.619,7.206,11.777,10.997,9.476,6.39,7.269,7.106,7.2,7.129,9.495,7.304,5.285,6.269,7.966,6.566,7.7,4.989,7.334,7.359,7.337,10.52,11.182,10.687,8.998,10.176,10.278,8.485,9.138,10.931,4.521,4.695,2.945,3.482,4.086,6.36,6.937,4.768,3.728,6.0,7.312,10.265,12.503,11.273,9.32,12.205,14.164,12.564,8.724,10.546,15.638,11.29,10.647,10.593,11.026,9.616,11.808,8.552,7.715,8.023,6.77,5.617,8.837,8.933,7.644,7.57,8.817,6.521,5.683,8.119,5.707,7.146,4.339,6.225,5.194,2.176,3.184,5.429,3.572,3.948,2.551,2.717,3.054,2.063,3.711,1.778,3.099,2.034,2.785,2.397,3.671,4.063,0.0,1.675,3.442,2.556,5.15,4.867,4.873,3.456,9.29,7.199,9.909,10.645,10.975,9.551,10.221,13.06,12.71,9.33,9.459,9.295,12.254,8.999,11.123,9.193,9.741,10.24,10.397,11.286,8.844,7.505,10.155,12.728,13.067,11.649,10.609,11.211,12.842,8.896,11.075,9.949,12.729,16.88,20.687,6.855,11.219,10.828,17.185,11.398,11.06,10.675,11.284,9.434,10.9,11.623,9.264,12.439,11.323,8.63,8.038,12.439,10.365,10.395,8.462,8.462,13.758,12.015,15.136,19.279,13.963,19.663,16.612,19.215,8.706,9.114,10.924,8.666,8.605,11.442,10.08,13.323,7.954,7.408,13.894,21.442,17.407,15.524,12.797,17.195,19.723,11.278,21.135,10.967,13.287,13.665,16.516,14.694,16.341,14.542,13.136,15.256,32.422,35.206
Changde,13.554,13.069,11.591,13.946,15.27,9.672,10.291,12.773,15.732,15.597,12.065,13.445,11.059,10.821,13.664,11.419,9.098,8.268,13.369,10.727,8.834,11.807,9.972,11.557,15.811,15.808,16.373,17.837,20.492,14.967,28.904,17.625,14.936,18.618,20.547,18.567,19.483,19.452,20.3,16.937,18.323,18.11,19.404,17.73,19.543,17.559,16.926,21.285,22.122,20.759,20.762,20.949,21.69,24.104,23.646,25.288,27.057,27.654,28.857,24.474,27.34,27.02,27.964,25.667,29.388,11.392,8.967,9.959,9.937,10.255,10.975,11.014,11.099,10.619,11.335,9.874,10.995,10.387,10.966,9.892,11.348,11.968,11.175,10.277,10.716,8.978,8.565,13.136,12.356,10.835,7.673,8.626,8.389,8.483,8.412,10.251,8.663,6.644,7.628,9.25,7.849,8.978,6.272,7.968,8.718,8.696,10.621,11.167,10.672,8.979,10.161,10.263,8.586,9.124,11.205,5.402,6.054,2.926,4.841,4.071,6.701,6.922,4.753,3.714,6.284,7.925,10.418,12.884,11.426,10.13,12.358,14.546,12.717,9.063,10.812,16.019,11.674,10.912,11.23,11.179,9.769,11.961,8.705,7.887,8.176,6.9,5.778,9.022,9.117,7.829,7.731,8.97,6.706,6.118,8.249,5.572,7.781,5.453,6.796,6.035,3.453,4.543,5.294,3.433,3.813,3.91,2.582,4.168,1.929,5.07,3.137,3.94,1.628,2.56,2.101,3.155,2.775,1.675,0.0,1.869,0.97,4.688,3.679,3.3,2.511,9.066,6.974,9.684,10.42,10.96,9.326,9.996,12.16,11.744,9.105,9.234,9.28,12.029,8.985,10.898,8.968,9.516,10.015,10.382,10.268,7.826,6.487,9.137,11.71,12.049,10.631,9.591,10.193,11.824,7.915,10.057,8.931,11.711,15.94,19.748,6.716,10.848,9.845,15.611,9.851,10.876,10.536,11.145,9.295,10.135,10.999,9.125,11.957,10.41,8.491,7.899,11.965,10.226,9.912,6.888,6.888,12.184,10.442,13.563,17.706,12.416,18.089,15.038,17.641,8.571,8.979,10.789,8.531,8.47,11.308,9.94,13.354,7.815,7.274,13.759,21.307,17.272,15.389,12.662,17.06,19.588,11.143,21.0,10.832,13.153,13.526,16.382,14.56,16.206,14.407,13.002,15.121,32.287,35.071
Zhangjiajie,15.32,14.835,13.357,15.712,17.036,11.438,12.057,14.539,17.498,17.363,13.83,15.211,12.825,12.587,15.43,13.185,10.864,10.034,15.135,12.493,10.6,13.573,11.738,13.323,17.577,17.574,18.139,19.603,22.258,16.733,30.67,19.391,16.702,20.383,22.313,20.333,21.248,21.218,22.066,18.703,20.089,19.876,21.17,19.496,21.309,19.325,18.691,23.051,23.888,22.524,22.528,22.714,23.456,25.87,25.412,27.054,28.822,29.419,30.623,26.24,29.106,28.786,29.73,27.433,31.153,13.16,10.734,11.726,11.702,12.022,12.742,12.781,12.865,12.386,13.103,11.642,12.762,12.154,12.732,11.66,13.115,13.736,12.943,12.044,12.484,10.745,10.333,14.903,14.124,12.603,9.44,10.394,10.156,10.251,10.179,12.017,10.43,8.411,9.396,11.017,9.616,10.745,8.04,9.734,10.485,10.463,12.422,12.967,12.472,10.779,11.962,12.064,10.387,10.924,13.006,7.203,7.821,4.727,6.608,5.871,8.501,8.722,6.553,5.514,8.085,9.725,12.184,14.65,13.191,11.896,14.123,16.311,14.483,10.829,12.578,17.785,13.44,12.678,12.996,12.945,11.535,13.726,10.471,9.653,9.942,8.665,7.544,10.787,10.883,9.594,9.497,10.736,8.472,7.884,10.014,7.338,9.546,7.22,8.562,7.802,5.22,6.31,7.06,5.199,5.579,5.677,4.348,5.935,3.694,6.838,4.904,5.707,3.428,4.361,3.902,4.956,4.567,3.442,1.869,0.0,2.77,6.489,5.471,3.239,4.302,10.866,8.774,11.485,12.22,12.76,11.126,11.796,13.952,13.536,10.906,11.034,11.081,13.829,10.785,12.699,10.769,11.316,11.816,12.182,11.763,9.595,8.279,10.929,13.502,13.841,12.422,11.383,11.985,12.059,9.707,10.404,10.723,13.289,17.732,21.54,5.335,9.669,8.687,15.55,8.693,9.54,9.155,9.764,7.914,8.972,9.841,7.744,10.793,9.252,7.11,6.518,10.802,8.845,8.748,6.828,6.001,12.124,10.381,13.502,17.645,11.258,18.028,14.977,17.581,10.337,10.745,12.555,10.297,10.236,13.074,11.089,15.12,9.581,9.04,15.525,23.073,19.038,17.155,13.957,18.826,21.354,12.909,22.766,12.598,14.918,12.145,18.148,16.325,17.972,16.173,14.767,16.887,34.053,36.837
Yiyang,14.439,13.954,12.476,14.831,16.155,10.557,11.176,13.658,16.617,16.482,12.949,14.33,11.944,11.706,14.549,12.304,9.983,9.153,14.254,11.612,9.719,12.692,10.857,12.442,16.696,16.693,17.258,18.722,21.377,15.852,29.789,18.51,15.821,19.502,21.432,19.452,20.367,20.337,21.185,17.822,19.208,18.995,20.289,18.615,20.428,18.444,17.81,22.17,23.007,21.643,21.647,21.833,22.575,24.989,24.53,26.173,27.941,28.538,29.742,25.359,28.225,27.905,28.849,26.552,30.272,11.732,9.801,10.675,10.821,11.067,11.691,11.73,11.984,11.453,12.169,10.708,11.829,11.221,11.851,9.606,10.861,11.481,11.138,10.993,10.233,8.491,8.126,12.649,11.869,10.348,8.507,9.344,9.223,9.317,9.246,11.136,9.379,7.446,8.133,10.084,8.683,9.817,7.106,8.853,9.434,9.412,10.054,10.599,10.104,8.411,9.594,9.695,8.019,8.556,10.638,4.835,6.538,2.359,5.503,3.503,6.133,6.354,4.185,3.146,5.717,7.357,11.303,13.769,12.31,11.015,13.242,15.43,13.602,9.948,11.697,16.904,12.559,11.797,12.115,12.064,10.654,12.845,9.59,8.772,9.061,7.784,6.662,9.906,10.002,8.713,8.616,9.855,7.591,7.003,9.133,6.457,8.665,6.334,7.681,6.916,4.294,5.265,6.179,4.318,4.698,4.711,3.467,5.049,2.813,5.872,3.939,4.821,1.06,1.925,1.451,2.505,2.726,2.556,0.97,2.77,0.0,4.038,3.53,4.199,2.119,8.43,6.338,9.049,9.784,10.392,8.69,9.36,11.894,11.478,8.47,8.598,8.713,11.393,8.417,10.263,8.333,8.88,9.38,9.814,10.002,7.559,6.221,8.871,11.444,11.783,10.364,9.325,9.927,11.557,7.612,9.791,8.665,11.445,15.674,19.482,7.601,11.747,10.745,16.511,10.751,11.777,11.421,12.029,10.18,11.035,11.898,10.01,12.856,11.31,9.376,8.784,12.865,11.111,10.811,7.788,7.787,13.084,11.341,14.462,18.605,13.315,18.988,15.938,18.541,9.456,9.864,11.674,9.416,9.355,12.193,10.825,14.239,8.7,8.159,14.644,22.192,18.157,16.274,13.547,17.945,20.473,12.028,21.885,11.717,14.037,14.41,17.267,15.444,17.091,15.292,13.886,16.006,33.172,35.956
Chenzhou,17.854,17.368,15.859,18.245,19.569,13.94,14.559,17.086,20.0,19.896,16.364,17.745,15.359,15.144,17.986,15.742,13.421,12.59,17.692,15.049,13.157,16.13,14.295,15.879,20.133,20.391,20.976,22.136,24.792,19.551,33.204,22.229,19.259,22.917,24.847,22.866,23.782,23.751,24.599,21.237,22.622,22.409,23.703,22.03,23.843,21.858,21.225,25.584,26.421,25.058,25.061,25.248,25.989,28.403,27.945,29.588,31.356,31.953,33.156,28.774,31.64,31.319,32.263,29.966,33.687,12.981,12.045,12.654,13.566,13.092,13.055,13.205,14.715,13.735,14.451,12.99,13.991,13.503,14.383,10.855,12.11,12.725,12.387,12.27,11.482,9.74,9.375,13.898,13.118,11.592,10.828,11.323,11.544,11.639,11.302,13.933,11.358,9.503,9.55,12.366,11.005,12.138,9.428,11.773,11.413,11.391,9.306,9.074,8.79,7.097,8.279,7.654,7.549,6.514,10.801,6.084,7.955,3.603,7.5,4.752,7.382,3.427,4.165,4.395,6.734,8.606,14.718,16.942,15.725,13.759,16.657,18.603,17.016,13.163,14.985,20.077,15.729,15.086,15.031,15.478,14.069,16.26,13.005,12.167,12.476,11.222,10.069,13.289,13.385,12.096,12.022,13.269,10.974,10.135,12.571,10.176,11.585,8.778,10.664,9.646,6.615,7.473,9.898,8.036,8.416,6.99,7.185,7.493,6.532,8.15,6.217,7.551,3.524,3.38,3.004,1.598,2.986,5.15,4.688,6.489,4.038,0.0,2.408,5.24,3.734,4.516,2.424,5.135,5.87,7.88,4.776,5.446,8.285,7.992,4.556,4.684,6.2,7.479,4.985,6.349,4.419,4.966,5.466,7.301,8.132,5.69,4.351,5.619,9.313,9.914,8.495,7.228,7.138,9.688,4.341,7.921,6.796,9.575,12.106,15.913,11.319,14.737,12.959,18.134,12.965,14.77,14.608,15.665,13.314,13.76,14.113,13.672,15.296,13.524,13.038,12.502,15.334,14.829,13.804,9.656,10.023,14.707,12.965,16.086,20.229,15.529,20.612,17.195,20.164,13.175,13.583,15.393,13.134,13.074,15.911,14.544,17.775,12.418,11.877,18.363,25.911,21.876,19.992,17.266,21.664,24.191,15.747,25.604,15.436,17.756,18.046,20.985,19.163,20.809,19.011,17.605,19.725,36.89,39.674
Yongzhou,17.155,16.67,15.192,17.546,18.87,13.273,13.892,16.373,19.333,19.198,15.665,17.046,14.66,14.422,17.264,15.02,12.699,11.868,16.97,14.327,12.435,15.408,13.573,15.157,19.411,19.409,19.974,21.438,24.093,18.568,32.505,21.226,18.537,22.218,24.148,22.168,23.083,23.053,23.901,20.538,21.924,21.711,23.004,21.331,23.144,21.159,20.526,24.885,25.722,24.359,24.363,24.549,25.29,27.705,27.246,28.889,30.657,31.254,32.457,28.075,30.941,30.621,31.565,29.267,32.988,12.823,11.84,12.496,13.283,12.933,12.897,13.047,14.432,13.492,14.208,12.747,13.831,13.26,14.101,10.696,11.952,12.572,12.229,12.111,11.323,9.581,9.216,13.739,12.96,11.439,10.546,11.165,11.262,11.356,11.144,13.651,11.2,9.344,9.391,12.123,10.722,11.856,9.145,11.481,11.255,11.233,10.006,9.984,9.489,7.796,8.979,9.081,8.248,7.941,11.248,5.925,7.797,3.445,7.342,4.594,7.224,5.532,4.008,4.236,6.593,8.447,14.019,16.485,15.026,13.476,15.958,18.146,16.317,12.664,14.412,19.62,15.275,14.513,14.746,14.779,13.37,15.561,12.306,11.488,11.777,10.5,9.378,12.622,12.718,11.429,11.332,12.57,10.307,9.719,11.849,9.173,11.294,8.495,10.342,9.363,6.333,7.19,8.895,7.033,7.414,6.707,6.183,7.211,5.529,7.868,5.934,7.269,3.124,3.154,2.676,1.477,1.029,4.867,3.679,5.471,3.53,2.408,0.0,3.277,2.047,6.217,4.357,7.067,7.591,9.778,6.341,7.102,8.525,8.109,6.12,6.617,8.098,9.412,6.917,7.913,5.983,6.89,7.138,9.199,6.632,4.19,2.851,5.501,8.074,8.413,6.995,5.955,6.557,8.188,4.279,6.421,5.295,8.075,12.305,16.112,9.483,12.774,10.996,16.171,11.003,12.807,12.645,13.702,11.351,11.797,12.15,11.709,13.333,11.562,11.075,10.666,13.371,12.967,11.841,7.693,8.06,12.744,11.002,14.123,18.266,13.566,18.649,15.598,18.201,12.172,12.58,14.39,12.131,12.071,14.908,13.541,16.954,11.415,10.874,17.36,24.908,20.873,18.989,16.263,20.661,23.189,14.744,24.601,14.433,16.753,16.083,19.982,18.16,19.807,18.008,16.602,18.722,35.888,38.672
Huaihua,16.751,16.266,14.788,17.143,18.467,12.869,13.488,15.97,18.929,18.794,15.262,16.642,14.256,14.018,16.861,14.616,12.295,11.465,16.566,13.924,12.031,15.004,13.169,14.754,19.008,19.005,19.57,21.034,23.689,18.164,32.101,20.822,18.133,21.815,23.744,21.764,22.679,22.649,23.497,20.134,21.52,21.307,22.601,20.927,22.74,20.756,20.122,24.482,25.319,23.956,23.959,24.146,24.887,27.301,26.843,28.485,30.254,30.851,32.054,27.671,30.537,30.217,31.161,28.864,32.585,14.08,12.165,13.157,13.133,13.453,14.138,14.212,14.296,13.817,14.534,13.073,14.194,13.585,14.163,11.954,13.209,13.829,13.486,13.372,12.581,10.839,10.474,14.997,14.217,12.696,10.871,11.825,11.587,11.682,11.61,13.448,11.861,9.843,10.649,12.448,11.047,12.176,9.471,11.165,11.916,11.894,12.401,12.488,11.993,10.3,11.483,11.584,10.367,10.445,12.986,7.183,9.054,4.702,8.039,5.851,8.481,8.199,6.505,5.494,8.065,9.705,13.615,16.081,14.622,13.327,15.554,17.742,15.914,12.26,14.009,19.216,14.871,14.109,14.427,14.376,12.966,15.158,11.902,11.084,11.373,10.096,8.975,12.218,12.314,11.026,10.928,12.167,9.903,9.315,11.445,8.769,10.977,8.651,9.993,9.233,6.651,7.741,8.491,6.63,7.01,7.108,5.779,7.366,5.126,8.269,6.335,7.138,4.162,4.191,3.714,3.736,2.474,4.873,3.3,3.239,4.199,5.24,3.277,0.0,2.706,9.45,7.59,10.3,10.824,12.281,9.574,10.335,11.309,11.236,9.354,9.85,10.602,12.645,10.151,11.147,9.216,10.123,10.371,11.703,9.009,6.528,5.763,8.628,10.452,10.79,9.372,8.367,8.97,10.082,7.512,8.097,7.672,10.452,14.974,18.781,6.273,9.564,7.786,13.573,7.792,9.597,9.435,10.492,8.141,8.587,8.94,8.499,10.123,8.351,7.865,7.456,10.161,9.757,8.631,4.85,4.85,10.146,8.404,11.525,15.668,10.356,16.051,13.0,15.603,11.768,12.176,13.986,11.728,11.667,14.505,12.027,16.551,10.944,10.471,16.956,24.504,20.469,18.586,14.686,20.257,22.785,14.34,24.197,14.029,16.285,12.873,19.579,17.757,19.403,17.604,16.199,18.318,35.484,38.268
Loudi,15.986,15.501,14.023,16.378,17.702,12.104,12.723,15.205,18.164,18.029,14.497,15.877,13.491,13.253,16.096,13.851,11.53,10.7,15.801,13.159,11.266,14.239,12.404,13.989,18.243,18.24,18.805,20.269,22.924,17.399,31.336,20.057,17.368,21.05,22.979,20.999,21.914,21.884,22.732,19.369,20.755,20.542,21.836,20.162,21.975,19.991,19.357,23.717,24.554,23.191,23.194,23.381,24.122,26.536,26.078,27.72,29.489,30.086,31.289,26.906,29.772,29.452,30.396,28.099,31.82,11.632,10.428,11.156,11.872,11.593,11.706,11.856,13.021,12.081,12.797,11.336,12.448,11.848,12.689,9.506,10.761,11.381,11.038,10.92,10.132,8.39,8.026,12.548,11.769,10.248,9.135,9.825,9.851,9.945,9.804,12.24,9.86,7.973,8.201,10.711,9.311,10.445,7.734,10.079,9.915,9.893,9.953,10.499,10.004,8.311,9.493,9.595,7.918,8.456,10.537,4.734,6.606,2.254,5.984,3.403,6.033,6.254,4.085,3.046,5.616,7.257,12.85,15.248,13.857,12.065,14.789,16.909,15.149,11.46,13.244,18.383,14.035,13.344,13.338,13.611,12.201,14.393,11.137,10.319,10.608,9.331,8.21,11.453,11.549,10.261,10.163,11.402,9.138,8.441,10.68,8.004,9.891,7.084,8.97,7.952,4.921,5.779,7.726,5.865,6.245,5.296,5.014,5.799,4.361,6.456,4.523,5.857,1.713,1.743,1.265,2.23,1.143,3.456,2.511,4.302,2.119,3.734,2.047,2.706,0.0,8.221,6.16,8.871,9.606,10.292,8.345,9.106,10.529,10.113,8.124,8.42,8.612,11.215,8.317,9.917,7.987,8.703,9.142,9.714,8.636,6.194,4.855,7.505,10.078,10.417,8.999,7.959,8.561,10.192,6.283,8.425,7.299,10.079,14.309,18.116,8.68,11.971,10.193,15.98,10.199,12.003,11.841,12.899,10.548,10.994,11.347,10.906,12.53,10.758,10.272,9.863,12.568,12.164,11.038,7.257,7.257,12.553,10.811,13.932,18.074,12.762,18.458,15.407,18.01,11.003,11.411,13.221,10.963,10.902,13.74,12.372,15.786,10.247,9.706,16.191,23.739,19.704,17.821,15.094,19.492,22.02,13.575,23.432,13.264,15.584,15.28,18.814,16.992,18.638,16.839,15.434,17.553,34.719,37.503
Guangzhou,21.994,21.433,19.999,22.31,23.634,18.08,18.699,21.226,24.14,24.003,20.439,21.885,19.499,19.285,22.127,19.883,17.561,16.731,21.832,19.19,17.297,20.27,18.435,20.02,24.274,24.626,25.354,26.243,28.856,23.785,37.311,26.606,23.399,26.982,28.911,26.931,27.847,27.816,28.664,25.302,26.687,26.474,27.768,26.095,27.907,25.923,25.29,29.649,30.486,29.123,29.126,29.313,30.054,32.51,32.01,33.695,35.421,36.018,37.221,32.839,35.705,35.384,36.328,34.031,37.752,15.049,14.187,14.796,16.096,15.234,15.123,15.274,16.986,15.891,16.615,15.153,16.133,15.665,16.913,12.923,14.178,14.411,14.455,14.338,13.55,11.808,11.377,15.966,15.186,13.284,13.093,13.465,14.074,14.361,13.444,16.79,13.5,11.645,11.685,14.537,14.297,14.668,12.474,15.131,13.555,13.533,9.863,8.668,9.346,8.278,8.663,7.105,8.73,6.241,11.713,8.227,10.091,7.74,9.642,7.048,9.322,5.128,6.103,7.796,8.689,10.477,18.698,19.393,19.455,16.289,20.637,21.054,20.001,16.844,18.516,22.527,18.18,18.616,17.561,19.543,18.173,20.24,17.145,16.308,16.616,15.363,14.21,17.43,17.525,16.237,16.163,17.41,15.114,14.276,16.712,14.49,15.722,12.919,14.805,13.787,10.756,10.744,14.275,12.414,12.758,10.868,11.563,11.634,10.909,12.015,10.357,11.692,7.664,7.521,7.164,6.114,7.203,9.29,9.066,10.866,8.43,4.516,6.217,9.45,8.221,0.0,3.4,2.293,2.387,5.469,1.374,1.914,4.773,4.479,1.722,1.844,4.337,4.639,2.353,2.837,2.448,1.807,1.934,5.006,7.132,7.104,7.046,4.394,6.475,8.358,6.879,5.335,5.12,9.174,5.928,9.616,7.64,8.575,8.593,12.401,15.641,18.849,17.072,18.944,17.078,18.98,18.818,19.876,17.525,17.872,18.225,17.883,19.409,17.637,17.249,16.824,19.447,19.135,18.015,13.246,14.162,15.588,14.087,16.165,21.04,18.261,21.423,16.68,20.976,17.552,17.96,19.77,17.512,17.451,20.289,18.921,21.916,16.796,16.233,22.74,30.288,26.253,24.37,21.643,26.041,28.569,20.124,29.981,19.813,22.133,22.257,25.363,23.54,25.187,23.388,21.982,24.102,41.268,44.052
Shaoguan,19.902,19.32,17.908,20.196,21.52,15.989,16.608,19.134,22.049,21.89,18.325,19.794,17.407,17.193,20.035,17.791,15.47,14.639,19.74,17.098,15.206,18.179,16.344,17.928,22.182,22.534,23.262,24.13,26.743,21.694,35.197,24.514,21.308,24.868,26.798,24.818,25.733,25.703,26.551,23.188,24.574,24.361,25.654,23.981,25.794,23.809,23.176,27.535,28.372,27.009,27.013,27.199,27.94,30.397,29.896,31.581,33.307,33.904,35.107,30.725,33.591,33.271,34.215,31.917,35.638,12.936,12.073,12.683,13.982,13.12,13.01,13.161,14.873,13.778,14.501,13.04,14.02,13.552,14.8,10.81,12.065,12.305,12.342,12.225,11.437,9.695,9.264,13.853,13.073,11.171,10.98,11.352,11.961,12.248,11.331,14.677,11.387,9.531,9.572,12.424,12.184,12.555,10.361,13.018,11.442,11.42,8.833,8.6,8.316,6.623,7.806,7.18,7.075,6.041,10.327,6.114,7.977,5.648,7.529,4.935,7.209,3.015,3.99,5.682,6.575,8.364,16.585,17.279,17.342,14.176,18.524,18.94,17.888,14.731,16.403,20.414,16.066,16.503,15.448,17.429,16.06,18.127,15.054,14.216,14.525,13.271,12.118,15.338,15.434,14.145,14.071,15.318,13.022,12.184,14.62,12.398,13.608,10.827,12.713,11.695,8.664,8.63,12.183,10.322,10.666,8.754,9.471,9.542,8.818,9.902,8.266,9.6,5.573,5.429,5.072,4.022,5.343,7.199,6.974,8.774,6.338,2.424,4.357,7.59,6.16,3.4,0.0,4.019,4.755,7.1,3.702,4.331,7.19,6.896,3.597,3.569,5.455,6.364,3.869,5.253,3.473,3.851,4.35,6.522,9.099,7.639,6.3,6.36,8.892,10.774,9.296,7.301,7.087,11.141,5.477,9.87,8.744,10.542,11.01,14.818,13.605,17.088,15.31,20.485,15.316,17.12,16.958,18.011,15.665,16.111,16.463,15.992,17.647,15.875,15.357,14.788,17.685,17.115,16.155,12.007,12.373,17.058,15.315,18.132,22.579,17.879,22.962,18.647,22.515,15.46,15.868,17.678,15.42,15.359,18.197,16.829,19.824,14.704,14.142,20.648,28.196,24.161,22.278,19.551,23.949,26.477,18.032,27.889,17.721,20.042,20.392,23.271,21.449,23.095,21.299,19.891,22.01,39.176,41.96
